StationID,StationName,StationType,Elevation(m),Longitude,Latitude,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
52974,同仁,基本站,2475,102.0333333,35.55,,,,,,,,5.528114633,5.152309709,5.40672352,4.893577189,4.729349718,5.556332565,5.000512607,5.207726575,5.586296083,4.579259473,5.09128198,5.486386329,4.754394521,5.645995264,5.590734458,5.703915131,4.915751408,5.052292627,4.500238537,4.831885561,5.258692396,5.445951741,5.364671858,5.429608935,5.122171019,4.844713902,4.756110802,5.331752432,5.102309268,6.103161802,5.741855766,5.596120712,5.991585381,5.863374936,5.297399271,5.569011137,5.923759601,5.469941756,5.521064763,6.136738991,7.224119304,6.583349974,6.396433074,6.710085125,6.733100998,6.530641961,6.474140094,6.518354455,7.235881336,6.868559908,6.354522309,7.107100614,7.476576421,6.635492192,6.367964714,7.489021377,7.003066436,7.622644649,7.583682487
56004,沱沱河,基本站,4533.1,92.43333333,34.21666667,,,,,,,-5.103211086,-4.091175813,-4.412041731,-3.916553269,-4.089100742,-4.601602023,-4.600416667,-4.027089359,-4.866817716,-3.867848182,-5.131799795,-4.893862625,-3.398200845,-4.448644393,-3.960216334,-3.998219009,-4.458230927,-3.301893241,-3.861655786,-4.177862131,-4.075180492,-4.155545955,-4.037163338,-4.035654122,-3.647551203,-4.058565028,-4.807357271,-3.806070634,-7.286927803,-6.074416923,-4.007096134,-3.539641577,-4.181343446,-3.895199693,-3.561821557,-4.345841676,-3.950385305,-3.50983743,-3.7325064,-3.77863274,-5.012744496,-2.981370968,-4.264510369,-4.185702942,-3.466898361,-3.193642473,-2.945795571,-3.119408911,-2.8396819,-2.033082437,-2.92375,-3.290192807,-2.185719406,-2.064640297,-2.861355607,-3.116913546,-2.564358679,-3.090398746,-2.840530594,-2.02483253
56018,杂多,基本站,4066.4,95.28333333,32.88333333,,,,,,,-0.736582821,0.789619176,0.137598566,0.64709183,0.352505032,-0.197106375,-0.500183692,0.570532691,-0.28016257,0.768177163,-0.408624552,-0.0685901,1.008789042,0.360554916,-0.088736559,0.770001236,-0.142277266,0.871103431,0.549731183,0.360181992,0.181806196,-0.453539427,0.165812212,0.052515758,0.78671211,0.386208397,-0.819421403,0.962404524,0.21296723,0.139232591,0.620026242,1.270021938,0.604577573,0.568043395,0.549790707,-0.077150538,0.55171339,0.932919227,0.860766129,1.086563157,-0.685825653,1.402172299,1.992821301,0.656179088,1.208326293,1.195945341,1.567016129,1.351631751,1.788449821,2.244286994,2.07843574,1.108561982,2.503401818,2.290668203,1.618696237,1.712520437,1.666420891,1.73156874,1.437153738,2.478444568
56021,曲麻莱,基本站,4175,95.8,34.11666667,,,,,,,-3.182933948,-2.018661034,-2.699859831,-2.370205166,-2.466341526,,-3.149323477,-2.075287047,-3.246043267,-2.134205709,-3.067055172,-2.707711964,-1.778717358,-2.814743984,-2.467567204,-1.818762514,-2.336920763,-1.8134447,-2.294911034,-2.649628909,-2.892617768,-2.584489887,-2.32218702,-2.344238042,-1.934825909,-2.334557732,-3.268694316,-1.761380546,-3.604621096,-2.908835765,-2.180174731,-1.638586083,-2.013538786,-2.154781746,-1.478454301,-2.515700161,-1.997422555,-1.541586662,-1.718045315,-1.36457669,-3.222894265,-1.152132616,-1.700113927,-1.941510938,-1.573191244,-1.773971454,-1.060530594,-1.347716908,-0.870213774,-0.501754352,-1.077990271,-1.353300272,-0.235422427,-0.60874488,-0.79546211,-0.803504202,-0.700842294,-0.474143625,-0.667002688,-0.098703498
56029,玉树,基本站,3716.9,96.96666667,33,,2.202644991,,3.559107143,2.870691884,2.711302373,2.701111751,3.672608167,2.62500128,3.263331479,2.892425115,2.468550307,2.014244752,3.360917377,2.390967742,3.380199693,2.099699821,2.459974972,3.485547235,2.690758449,2.557145417,3.244993202,2.68578341,3.590352663,3.238689196,3.028653751,2.356741551,2.675043523,3.305481311,2.960096403,3.098499744,3.006431772,2.356389529,3.927457051,3.034158346,3.053422299,3.342160778,4.031010691,3.445302739,3.094569892,3.334238991,2.884814918,3.229521889,3.618873528,3.367089094,3.607254357,2.552843702,4.052391193,4.588527266,3.226028303,3.636429211,4.101117512,4.476921403,4.363336732,4.552721454,5.083998336,4.877914747,4.268689284,5.249624936,4.908620072,3.679662698,3.542243233,3.517898746,3.683180364,3.319928955,4.254027932
56033,玛多,基本站,4272.3,98.21666667,34.91666667,,,-3.755135071,-3.354968638,-4.350748208,-4.531264986,-4.447198541,-3.184646057,-3.962525602,-3.368752008,-3.972083973,-4.334009217,-4.345078085,-3.503575578,-5.501982847,-3.810741807,-4.664617896,-4.118964281,-3.459240911,-4.460097286,-4.373991935,-2.821647201,-3.675266257,-4.249716462,-4.711209677,-3.878471759,-5.385394905,-5.003406298,-3.907594086,-3.685187554,-3.190726446,-4.202948029,-5.093737839,-3.326916636,-5.24406746,-4.811635305,-3.280996544,-2.7025,-3.663456861,-3.972757296,-2.935130568,-4.225401681,-3.671811316,-3.125291859,-3.72546467,-3.422411321,-4.721738991,-2.56593958,-2.532137097,-3.297199357,-2.994895033,-2.777576805,-2.406187916,-3.08367847,-2.730405146,-2.068881848,-2.424028418,-2.98230194,-2.311324885,-2.134007296,-2.503392217,-2.781407428,-2.836915643,-2.277140937,-2.280396185,-1.944978989
56034,清水河,基本站,4415.4,97.13333333,33.8,,,,,,,-5.290545955,-4.119637097,-5.051860599,-4.248557966,-4.706824117,-5.549584613,-5.862156938,-4.275954456,-5.668387737,-4.074103303,-5.028259729,-5.33527716,-3.877523682,-4.848951613,-6.006011905,-4.618569398,-4.660053123,-4.535990143,-4.850207373,-4.892527191,-5.25906106,-5.204982079,-4.833803763,-4.821532876,-4.763195725,-4.905947261,-5.932288146,-4.100597269,-5.39078725,-4.771346646,-4.856631464,-3.846573353,-4.684397721,-4.776008705,-4.291508577,-5.001798912,-4.568577189,-4.073075397,-4.742626088,-4.110629712,-6.72608807,-4.56828277,-3.757711214,-4.466538747,-4.324493728,-3.950070405,-3.323318612,-3.970393956,-4.312001408,-2.813992576,-3.409081541,-3.898540662,-2.549582053,-3.100456349,-3.524587174,-3.269602027,-3.308481823,-3.152646238,-3.574174987,-2.771902113
56043,玛沁,基本站,3719,100.2333333,34.48333333,,,,,,,,,-1.656221198,-0.985662773,-1.018602791,-1.594310212,-1.390967102,-0.245256767,-1.424312596,-0.422464158,-0.892854583,-0.887511432,-0.08234319,-0.853259089,-0.724310676,0.198623471,-0.442319508,0.002827061,-0.15593766,-0.663264739,-1.109916795,-0.622754736,-0.286614823,-0.313872822,0.013352535,-0.612738735,-1.428169483,0.10135212,-0.551103431,-0.746505376,-0.051199437,0.578337968,-0.30735023,-0.49765489,-0.133645673,-0.938321592,-0.488621992,-0.103363415,-0.528252688,-0.17723211,-1.399299155,0.458458141,0.322942908,-0.596036646,0.054620456,-0.028663594,0.683808244,-0.056159313,0.431163594,0.753381336,0.632878264,0.356823322,1.051542499,0.762468638,0.643355095,0.723551477,0.857637609,1.221079749,1.113151562,1.570071994
56046,达日,基准站,3967.5,99.65,33.75,,,,,,-2.076025081,-1.702702893,-0.699876472,-1.502151818,-0.997071128,-1.127783751,-1.763314132,-1.814447005,-0.609438265,-2.269734383,-0.870225934,-1.538728239,-1.543165554,-0.594002176,-1.559623016,-2.033418459,-0.567623594,-1.028348694,-0.239163466,-0.957752176,-1.104922754,-1.758787122,-1.508290451,-1.366298003,-1.031881411,-0.55203661,-1.201770353,-1.865254736,-0.145425164,-1.361299923,-1.261194956,-0.560096006,0.086662341,-0.613239887,-1.064198669,-0.589898874,-1.471633605,-1.169496288,-0.584548131,-1.032376472,-0.380765357,-2.112683052,0.081852279,0.303611111,-1.022632864,-0.469470046,-0.346208397,0.325658602,-0.302553454,0.124075781,0.387980031,0.11125512,-0.506238104,0.76859063,0.501008065,0.215034562,0.265993388,0.093075397,0.463710317,0.028668715,0.774003213
56065,河南,基本站,13500,101.6,34.73333333,,,,,,,,,,1.310880299,1.063215566,0.408632232,0.491009345,1.391737424,0.424463646,1.133182284,0.79655978,0.785697689,1.56750064,0.769174987,0.844425243,1.703381844,1.370230415,1.685862775,1.460836534,0.916849895,0.571230159,1.224199309,1.47733743,1.399712335,-0.440641961,-1.079358679,-1.737246544,-0.627763255,-1.068055556,-1.04749936,-0.446893881,-0.042275677,-0.427046851,-0.603739759,-0.451677547,-1.010402299,-0.839434204,-0.499672299,-0.867110855,-0.335917995,-1.083878648,0.544140425,0.289783666,-0.454189223,0.184597414,-0.117755376,0.667866103,-0.000677605,0.45577957,0.88453149,0.492593446,0.064373378,0.847140937,0.67359383,0.172522401,0.391205043,0.56218254,0.749226831,0.67094214,1.185211346
